index,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,County
0,91982,1,77494,zip,TX,TX,KATY,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,FORT BEND
1,61148,2,08701,zip,NJ,NJ,LAKEWOOD,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,OCEAN
2,91940,3,77449,zip,TX,TX,KATY,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
3,62080,4,11368,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
4,91733,5,77084,zip,TX,TX,HOUSTON,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
5,93144,6,79936,zip,TX,TX,EL PASO,"El Paso, TX",El Paso County,EL PASO
6,62093,7,11385,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
7,92593,8,78660,zip,TX,TX,PFLUGERVILLE,"Austin-Round Rock-Georgetown, TX",Travis County,TRAVIS
8,62019,9,11208,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
9,95992,10,90011,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
10,91926,11,77433,zip,TX,TX,CYPRESS,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
11,84630,12,60629,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
12,96193,13,90650,zip,CA,CA,NORWALK,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
13,96361,14,91331,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
14,74101,15,37013,zip,TN,TN,NASHVILLE,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,DAVIDSON
15,62046,16,11236,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
16,61807,17,10467,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
17,62085,18,11373,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
18,62037,19,11226,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
19,62018,20,11207,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
20,70829,21,30044,zip,GA,GA,LAWRENCEVILLE,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,GWINNETT
21,96025,22,90044,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
22,96817,23,92336,zip,CA,CA,FONTANA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
23,97771,24,94565,zip,CA,CA,PITTSBURG,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,CONTRA COSTA
24,92036,25,77573,zip,TX,TX,LEAGUE CITY,"Houston-The Woodlands-Sugar Land, TX",Galveston County,GALVESTON
25,96816,26,92335,zip,CA,CA,FONTANA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
26,96083,27,90201,zip,CA,CA,BELL,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
27,96107,28,90250,zip,CA,CA,HAWTHORNE,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
28,61639,29,10025,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",New York County,NEW YORK
29,90654,30,75052,zip,TX,TX,GRAND PRAIRIE,"Dallas-Fort Worth-Arlington, TX",Dallas County,DALLAS
30,96239,31,90805,zip,CA,CA,LONG BEACH,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
31,62025,32,11214,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
32,84620,33,60618,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
33,97223,34,93307,zip,CA,CA,BAKERSFIELD,"Bakersfield, CA",Kern County,KERN
34,96125,35,90280,zip,CA,CA,SOUTH GATE,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
35,62044,36,11234,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
36,96368,37,91342,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
37,96990,38,92683,zip,CA,CA,WESTMINSTER,"Los Angeles-Long Beach-Anaheim, CA",Orange County,ORANGE
38,61790,39,10314,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,RICHMOND
39,62031,40,11220,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
40,84639,41,60639,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
41,92341,42,78245,zip,TX,TX,SAN ANTONIO,"San Antonio-New Braunfels, TX",Bexar County,BEXAR
42,62030,43,11219,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
43,96882,44,92503,zip,CA,CA,RIVERSIDE,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
44,92481,46,78521,zip,TX,TX,BROWNSVILLE,"Brownsville-Harlingen, TX",Cameron County,CAMERON
45,62017,47,11206,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
46,62032,48,11221,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
47,61796,49,10456,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
48,96825,50,92345,zip,CA,CA,HESPERIA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
49,91968,51,77479,zip,TX,TX,SUGAR LAND,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,FORT BEND
50,96546,52,91911,zip,CA,CA,CHULA VISTA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
51,70828,53,30043,zip,GA,GA,LAWRENCEVILLE,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,GWINNETT
52,62034,54,11223,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
53,399727,55,78542,zip,TX,TX,EDINBURG,"McAllen-Edinburg-Mission, TX",Hidalgo County,HIDALGO
54,92551,56,78613,zip,TX,TX,CEDAR PARK,"Austin-Round Rock-Georgetown, TX",Williamson County,WILLIAMSON
55,62040,57,11230,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
56,84646,58,60647,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
57,97104,59,93033,zip,CA,CA,OXNARD,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,VENTURA
58,97970,60,95076,zip,CA,CA,WATSONVILLE,"Santa Cruz-Watsonville, CA",Santa Cruz County,SANTA CRUZ
59,96690,61,92154,zip,CA,CA,SAN DIEGO,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
60,91922,62,77429,zip,TX,TX,CYPRESS,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
61,61798,63,10458,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
62,96846,64,92376,zip,CA,CA,RIALTO,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
63,84693,65,60804,zip,IL,IL,CICERO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
64,62088,66,11377,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
65,93146,67,79938,zip,TX,TX,EL PASO,"El Paso, TX",El Paso County,EL PASO
66,97023,68,92804,zip,CA,CA,ANAHEIM,"Los Angeles-Long Beach-Anaheim, CA",Orange County,ORANGE
67,96468,69,91710,zip,CA,CA,CHINO,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
68,97431,70,93722,zip,CA,CA,FRESNO,"Fresno, CA",Fresno County,FRESNO
69,97567,71,94112,zip,CA,CA,SAN FRANCISCO,"San Francisco-Oakland-Berkeley, CA",San Francisco County,SAN FRANCISCO
70,100179,72,99301,zip,WA,WA,PASCO,"Kennewick-Richland, WA",Franklin County,FRANKLIN
71,62045,73,11235,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
72,84633,74,60632,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
73,92045,75,77584,zip,TX,TX,PEARLAND,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,BRAZORIA
74,62039,76,11229,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
75,98432,77,95823,zip,CA,CA,SACRAMENTO,"Sacramento-Roseville-Folsom, CA",Sacramento County,SACRAMENTO
76,92271,78,78130,zip,TX,TX,NEW BRAUNFELS,"San Antonio-New Braunfels, TX",Comal County,COMAL
77,84619,79,60617,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
78,67182,80,22193,zip,VA,VA,WOODBRIDGE,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,PRINCE WILLIAM
79,62043,81,11233,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
80,90769,82,75217,zip,TX,TX,DALLAS,"Dallas-Fort Worth-Arlington, TX",Dallas County,DALLAS
81,61793,84,10453,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
82,69431,85,27587,zip,NC,NC,WAKE FOREST,"Raleigh-Cary, NC",Wake County,WAKE
83,89925,87,73099,zip,OK,OK,YUKON,"Oklahoma City, OK",Canadian County,CANADIAN
84,91889,88,77379,zip,TX,TX,SPRING,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
85,98848,90,96706,zip,HI,HI,EWA BEACH,"Urban Honolulu, HI",Honolulu County,HONOLULU
86,62015,91,11204,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
87,74126,92,37042,zip,TN,TN,CLARKSVILLE,"Clarksville, TN-KY",Montgomery County,MONTGOMERY
88,417444,93,85142,zip,AZ,AZ,QUEEN CREEK,"Phoenix-Mesa-Chandler, AZ",Maricopa County,MARICOPA
89,70810,94,30024,zip,GA,GA,SUWANEE,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,GWINNETT
90,61808,95,10468,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
91,93137,96,79928,zip,TX,TX,HORIZON CITY,"El Paso, TX",El Paso County,EL PASO
92,97940,97,95035,zip,CA,CA,MILPITAS,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,SANTA CLARA
93,96488,98,91744,zip,CA,CA,LA PUENTE,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
94,84610,99,60608,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
95,62067,100,11355,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
96,96888,101,92509,zip,CA,CA,JURUPA VALLEY,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
97,92598,102,78666,zip,TX,TX,SAN MARCOS,"Austin-Round Rock-Georgetown, TX",Hays County,HAYS
98,62014,103,11203,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
99,97189,104,93257,zip,CA,CA,PORTERVILLE,"Visalia, CA",Tulare County,TULARE
100,97328,105,93550,zip,CA,CA,PALMDALE,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
101,84627,106,60625,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
102,61797,107,10457,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
103,87074,108,66062,zip,KS,KS,OLATHE,"Kansas City, MO-KS",Johnson County,JOHNSON
104,96934,109,92592,zip,CA,CA,TEMECULA,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
105,84625,110,60623,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
106,98325,111,95630,zip,CA,CA,FOLSOM,"Sacramento-Roseville-Folsom, CA",Sacramento County,SACRAMENTO
107,61792,112,10452,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
108,69816,113,28269,zip,NC,NC,CHARLOTTE,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,MECKLENBURG
109,97073,114,92880,zip,CA,CA,EASTVALE,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
110,97751,115,94544,zip,CA,CA,HAYWARD,"San Francisco-Oakland-Berkeley, CA",Alameda County,ALAMEDA
111,96208,116,90706,zip,CA,CA,BELLFLOWER,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
112,92520,117,78577,zip,TX,TX,PHARR,"McAllen-Edinburg-Mission, TX",Hidalgo County,HIDALGO
113,92576,118,78641,zip,TX,TX,LEANDER,"Austin-Round Rock-Georgetown, TX",Williamson County,WILLIAMSON
114,97318,119,93535,zip,CA,CA,LANCASTER,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
115,91950,120,77459,zip,TX,TX,MISSOURI CITY,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,FORT BEND
116,61809,121,10469,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
117,61643,122,10029,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",New York County,NEW YORK
118,97004,123,92704,zip,CA,CA,SANTA ANA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,ORANGE
119,97202,124,93274,zip,CA,CA,TULARE,"Visalia, CA",Tulare County,TULARE
120,62029,125,11218,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
121,90638,126,75035,zip,TX,TX,FRISCO,"Dallas-Fort Worth-Arlington, TX",Collin County,COLLIN
122,62023,127,11212,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
123,61802,128,10462,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
124,96364,129,91335,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
125,69450,130,27610,zip,NC,NC,RALEIGH,"Raleigh-Cary, NC",Wake County,WAKE
126,84635,131,60634,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
127,71067,132,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,FULTON
128,97740,133,94533,zip,CA,CA,FAIRFIELD,"Vallejo, CA",Solano County,SOLANO
129,69672,134,28027,zip,NC,NC,CONCORD,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,CABARRUS
130,73221,135,34787,zip,FL,FL,WINTER GARDEN,"Orlando-Kissimmee-Sanford, FL",Orange County,ORANGE
131,95315,136,87121,zip,NM,NM,ALBUQUERQUE,"Albuquerque, NM",Bernalillo County,BERNALILLO
132,91325,137,76244,zip,TX,TX,FORT WORTH,"Dallas-Fort Worth-Arlington, TX",Tarrant County,TARRANT
133,91732,138,77083,zip,TX,TX,HOUSTON,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
134,61616,139,10002,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",New York County,NEW YORK
135,67732,140,23464,zip,VA,VA,VIRGINIA BEACH,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,VIRGINIA BEACH CITY
136,91221,141,76063,zip,TX,TX,MANSFIELD,"Dallas-Fort Worth-Arlington, TX",Tarrant County,TARRANT
137,61806,142,10466,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
138,62087,143,11375,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
139,99534,145,98052,zip,WA,WA,REDMOND,"Seattle-Tacoma-Bellevue, WA",King County,KING
140,73233,146,34953,zip,FL,FL,PORT SAINT LUCIE,"Port St. Lucie, FL",Saint Lucie County,SAINT LUCIE
141,72362,147,33024,zip,FL,FL,PEMBROKE PINES,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,BROWARD
142,72578,148,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,PALM BEACH
143,90612,149,75002,zip,TX,TX,ALLEN,"Dallas-Fort Worth-Arlington, TX",Collin County,COLLIN
144,93123,150,79912,zip,TX,TX,EL PASO,"El Paso, TX",El Paso County,EL PASO
145,97319,151,93536,zip,CA,CA,LANCASTER,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
146,96467,152,91709,zip,CA,CA,CHINO HILLS,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
147,96545,153,91910,zip,CA,CA,CHULA VISTA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
148,99500,154,98012,zip,WA,WA,BOTHELL,"Seattle-Tacoma-Bellevue, WA",Snohomish County,SNOHOMISH
149,97721,155,94513,zip,CA,CA,BRENTWOOD,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,CONTRA COSTA
150,92515,156,78572,zip,TX,TX,MISSION,"McAllen-Edinburg-Mission, TX",Hidalgo County,HIDALGO
151,62179,157,11691,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,QUEENS
152,90764,158,75211,zip,TX,TX,COCKRELL HILL,"Dallas-Fort Worth-Arlington, TX",Dallas County,DALLAS
153,94820,159,85225,zip,AZ,AZ,CHANDLER,"Phoenix-Mesa-Chandler, AZ",Maricopa County,MARICOPA
154,70825,160,30040,zip,GA,GA,CUMMING,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,FORSYTH
155,97435,161,93727,zip,CA,CA,FRESNO,"Fresno, CA",Fresno County,FRESNO
156,95804,162,89108,zip,NV,NV,LAS VEGAS,"Las Vegas-Henderson-Paradise, NV",Clark County,CLARK
157,96465,163,91706,zip,CA,CA,BALDWIN PARK,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
158,95984,164,90003,zip,CA,CA,LOS ANGELES,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
159,67180,165,22191,zip,VA,VA,WOODBRIDGE,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,PRINCE WILLIAM
160,96667,166,92126,zip,CA,CA,SAN DIEGO,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
161,65787,167,19120,zip,PA,PA,PHILADELPHIA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,PHILADELPHIA
162,70826,168,30041,zip,GA,GA,CUMMING,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,FORSYTH
163,91198,169,76028,zip,TX,TX,BURLESON,"Dallas-Fort Worth-Arlington, TX",Johnson County,JOHNSON
164,70835,170,30052,zip,GA,GA,LOGANVILLE,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,WALTON
165,93203,171,80013,zip,CO,CO,AURORA,"Denver-Aurora-Lakewood, CO",Arapahoe County,ARAPAHOE
166,62026,172,11215,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
167,90780,173,75228,zip,TX,TX,DALLAS,"Dallas-Fort Worth-Arlington, TX",Dallas County,DALLAS
168,66126,174,20002,zip,DC,DC,WASHINGTON,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,DISTRICT OF COLUMBIA
169,86026,175,63376,zip,MO,MO,SAINT PETERS,"St. Louis, MO-IL",Saint Charles County,SAINT CHARLES
170,74242,176,37211,zip,TN,TN,NASHVILLE,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,DAVIDSON
171,84340,177,60085,zip,IL,IL,WAUKEGAN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,LAKE
172,91291,178,76179,zip,TX,TX,FORT WORTH,"Dallas-Fort Worth-Arlington, TX",Tarrant County,TARRANT
173,399724,179,77407,zip,TX,TX,RICHMOND,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,FORT BEND
174,84654,180,60657,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
175,70832,181,30047,zip,GA,GA,LILBURN,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,GWINNETT
176,72363,182,33025,zip,FL,FL,MIRAMAR,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,BROWARD
177,61803,183,10463,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,BRONX
178,72530,184,33311,zip,FL,FL,FORT LAUDERDALE,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,BROWARD
179,98930,185,96797,zip,HI,HI,WAIPAHU,"Urban Honolulu, HI",Honolulu County,HONOLULU
180,399648,186,83646,zip,ID,ID,MERIDIAN,"Boise City, ID",Ada County,ADA
181,96911,187,92553,zip,CA,CA,MORENO VALLEY,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
182,62020,188,11209,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
183,94410,189,84043,zip,UT,UT,LEHI,"Provo-Orem, UT",Utah County,UTAH
184,63776,190,14850,zip,NY,NY,ITHACA,"Ithaca, NY",Tompkins County,TOMPKINS
185,97222,191,93306,zip,CA,CA,BAKERSFIELD,"Bakersfield, CA",Kern County,KERN
186,93205,192,80015,zip,CO,CO,CENTENNIAL,"Denver-Aurora-Lakewood, CO",Arapahoe County,ARAPAHOE
187,91744,193,77095,zip,TX,TX,HOUSTON,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
188,97167,194,93230,zip,CA,CA,HANFORD,"Hanford-Corcoran, CA",Kings County,KINGS
189,70904,195,30127,zip,GA,GA,POWDER SPRINGS,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,COBB
190,69823,196,28277,zip,NC,NC,CHARLOTTE,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,MECKLENBURG
191,92125,197,77845,zip,TX,TX,COLLEGE STATION,"College Station-Bryan, TX",Brazos County,BRAZOS
192,95770,198,89031,zip,NV,NV,NORTH LAS VEGAS,"Las Vegas-Henderson-Paradise, NV",Clark County,CLARK
193,66705,199,20906,zip,MD,MD,SILVER SPRING,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,MONTGOMERY
194,78085,200,46307,zip,IN,IN,CROWN POINT,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,LAKE
195,98411,201,95747,zip,CA,CA,ROSEVILLE,"Sacramento-Roseville-Folsom, CA",Placer County,PLACER
196,97743,202,94536,zip,CA,CA,FREMONT,"San Francisco-Oakland-Berkeley, CA",Alameda County,ALAMEDA
197,96918,203,92563,zip,CA,CA,MURRIETA,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
198,77400,204,45011,zip,OH,OH,HAMILTON,"Cincinnati, OH-KY-IN",Butler County,BUTLER
199,99142,205,97229,zip,OR,OR,PORTLAND,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,WASHINGTON
200,96110,206,90255,zip,CA,CA,HUNTINGTON PARK,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
201,96647,207,92105,zip,CA,CA,SAN DIEGO,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
202,84616,208,60614,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
203,96590,209,92021,zip,CA,CA,EL CAJON,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,SAN DIEGO
204,96477,210,91730,zip,CA,CA,RANCHO CUCAMONGA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,SAN BERNARDINO
205,84622,211,60620,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
206,72361,212,33023,zip,FL,FL,MIRAMAR,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,BROWARD
207,97565,213,94110,zip,CA,CA,SAN FRANCISCO,"San Francisco-Oakland-Berkeley, CA",San Francisco County,SAN FRANCISCO
208,94940,214,85364,zip,AZ,AZ,YUMA,"Yuma, AZ",Yuma County,YUMA
209,60565,215,07055,zip,NJ,NJ,PASSAIC,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,PASSAIC
210,91941,216,77450,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,HARRIS
211,62024,217,11213,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
212,78823,218,47906,zip,IN,IN,WEST LAFAYETTE,"Lafayette-West Lafayette, IN",Tippecanoe County,TIPPECANOE
213,97717,219,94509,zip,CA,CA,ANTIOCH,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,CONTRA COSTA
214,97118,220,93065,zip,CA,CA,SIMI VALLEY,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,VENTURA
215,98378,221,95687,zip,CA,CA,VACAVILLE,"Vallejo, CA",Solano County,SOLANO
216,62012,222,11201,zip,NY,NY,NEW YORK,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,KINGS
217,97075,223,92882,zip,CA,CA,CORONA,"Riverside-San Bernardino-Ontario, CA",Riverside County,RIVERSIDE
218,60642,224,07305,zip,NJ,NJ,JERSEY CITY,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,HUDSON
219,65791,225,19124,zip,PA,PA,PHILADELPHIA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,PHILADELPHIA
220,97764,226,94558,zip,CA,CA,NAPA,"Napa, CA",Napa County,NAPA
221,97745,227,94538,zip,CA,CA,FREMONT,"San Francisco-Oakland-Berkeley, CA",Alameda County,ALAMEDA
222,74156,228,37075,zip,TN,TN,HENDERSONVILLE,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,SUMNER
223,96506,229,91766,zip,CA,CA,POMONA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,LOS ANGELES
224,97024,230,92805,zip,CA,CA,ANAHEIM,"Los Angeles-Long Beach-Anaheim, CA",Orange County,ORANGE
225,92350,231,78254,zip,TX,TX,SAN ANTONIO,"San Antonio-New Braunfels, TX",Bexar County,BEXAR
226,84641,232,60641,zip,IL,IL,CHICAGO,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,COOK
227,92225,233,78046,zip,TX,TX,LAREDO,"Laredo, TX",Webb County,WEBB
